Nummer,Jahr,Technik,Technik I,Technik II,Technik III,Technik IV,Format,Grösse,Ausrichtung,Darstellungsform,Darstellungsform I,Gegenständlich/Ungegenständlich,Motiv I,Motiv II,Motiv III,Motiv IV,Serie,Helligkeit,Farbigkeit,Paraphrasen,Bildsprache,Titel,Standort,Status,Zus'arbeit,Bildqualität,Bemerkungen,Komposition,Nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8581,a2021,Mt,Dd,B,Ve,,10x15,klein,breit,,,U,,,,,,H3,cf,Kr6,,tapis pour tipi,iBdK,,,,,Rok,8581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8582,a2021,Mt,Dd,Fa,B,,21x21,klein,quadratisch,Lwi,,UnG,Ri,P,Sch,,,H2,cf,Kr5b,,Strong Bond,iBdK,,,,,Zk,8582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8583,a2021,zT,Dd,Fa,,,30x21,klein,hoch,Lwi,,U,,,,,,H3,cf,Kr5a,,stylish figure with tablet,iBdK,,,,,,8583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8584,a2021,B,,,,,21x30,klein,breit,Lst,,UoG,A,Sch,,,,H2,bw,Kr5d,,sdraiato,iBdK,,,,,hK,8584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8585,a2021,zT,B,T,,,21x15,klein,hoch,,,U,Sch,,,,,H2,bw,Kr3,zwi,T-time,iBdK,,,,,Zk,8585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8586,a2021,Fa,,,,,11x15,klein,breit,,,UoG,Pf,,,,,H3,cf,Kr2a,wid,Wildwuchs,iBdK,,,,,,8586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8587,a2021,zT,Fa,B,,,11x14,klein,breit,,,UoG,Pf,bb,O,,,H2,cf,Kr2a,,was so alles wächst,iBdK,,,,,,8587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8588,a2021,zT,Dd,Fa,,,13x20,klein,breit,,,UnG,FigR,bb,O,,,H4,g,"Kr5a, Kr1",,Wegnetz,iBdK,,,,,,8588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8589,a2021,Fa,,,,,15x21,klein,breit,krS,,U,,,,,,H2,cf,ParPK,,das Spiel artet aus (nach Paul Klee),iBdK,,,,,,8589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8590,a2021,zT,B,Fa,,,13x18,klein,breit,,,Gs,P,,,,,H2,v,ParPK,zwi,Gewalt (nach Paul Klee),iBdK,,,,,,8590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8591,a2021,zT,Fa,B,,,15x21,klein,breit,krS,,U,,,,,,H2,cf,ParPK,waa,Spiele verschiedener Art (nach Paul Klee),iBdK,,,,,,8591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8592,a2021,B,,,,,19x23,klein,breit,,,UoG,FigG,,,,,H2,gr,ParPK,zwi,Spiele verschiedener Art (nach Paul Klee),iBdK,,,,,,8592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8593,a2021,G,,,,,21x28,klein,breit,,,UoG,Fk,O,,,,H3,cf,,,Farbkörper,iBdK,,,,,,8593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8594,a2021,G,,,,,20x28,klein,breit,,,UoG,Fk,O,,,,H3,cf,,,Farbkörper,iBdK,,,,,,8594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8595,a2021,G,,,,,20x25,klein,breit,,,UoG,Fk,O,,,,H3,b,,,Farbkörper,iBdK,,,,,,8595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8596,a2021,B,,,,,15x21,klein,breit,,,Gs,FigR,Sta,BiB,O,,H2,gr,,,"Figur, Objekte, Raum",iBdK,,,,,,8596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8597,a2021,B,,,,,16x22,klein,breit,,,Gs,Z,,,,Ca,H2,b,Par7a,,Tragisches Duett (nach Maria Lassnig),iBdK,,,,,,8597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8598,a2021,Fko,T,,,,24x19,klein,hoch,,,U,,,,,,H2,gr,Par7a,,ungebetene Gäste bei Frances Richardson,iBdK,,,,,,8598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8599,a2021,Fa,,,,,15x21,klein,breit,,,U,,,,,,H4,cf,Par7a,,vitrail pour Jean Tinguely,iBdK,,,,,,8599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8600,a2021,zT,B,T,,,19x20,klein,breit,Lst,,Gs,AP,,,,,H2,gr,Par3b,,Ercole ubriaco,iBdK,,,,,,8600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8601,a2021,Fa,,,,,11x13,klein,breit,,,U,,,,,,H3,cf,Par7a,wid,kurz bei Asger Jorn vorbeigeschaut,iBdK,,,,,,8601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8602,a2021,zT,Dd,B,,,21x27,klein,breit,,,UnG,Ri,,,,,H2,cf,Par3b,,über den Tellerrand geschaut,iBdK,,,,,,8602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8603,a2021,Ks,,,,,20x28,klein,breit,,,,O,Tie,,,,H1,cf,Par3b,,Mittelalterliches,iBdK,,,,,,8603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8604,a2021,B,,,,,30x21,klein,hoch,,,Gs,P,Tie,,,,H2,gr,Par3b,,S. Michele Arcangelo che abbatte il demonio (secondo Alessandro Algardi),iBdK,,,,,,8604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8605,a2021,B,,,,,30x21,klein,hoch,,,U,BiB,,,,,H2,gr,Par4,,Saal 22 (17. Jh.),iBdK,,,,,Rk,8605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8606,a2021,zT,Fa,G,,,21x27,klein,breit,sM,,UoG,Fk,O,,,,H3,cf,,,6 Farbkörper,iBdK,,,,,,8606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8607,a2021,B,Ve,,,,21x27,klein,breit,,,U,,,,,,H1,gr,Kr12a,wid,sharp suggestion,iBdK,,,,,,8607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8608,a2021,zT,Dd,B,,,21x30,klein,breit,,,UnG,O,,,,,H2,gr,Kr6,zwi,clefs pour Klee,iBdK,,,,,,8608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8609,a2021,B,,,,,25x13,klein,hoch,,,UnG,mF,O,,,,H2,gr,Par3a,,San Sebastiano alla colonna (secondo Antonio di Bartolomeo Maineri),iBdK,,,,,,8609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8610,a2021,zT,Dd,T,,,18x29,klein,breit,,,Gs,ZM,O,,,,H3,bw,Par7a,,Maler und Modell (nach Picasso),iBdK,,,,,,8610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8611,a2023,Mt,Dd,Fa,T,C,20x26,klein,breit,,,Gs,bb,O,Ar,,,H3,cf,Par9a,,Audienz (JS bei JS),iBdK,,,,,,8611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8612,a2021,Fa,,,,,21x15,klein,hoch,,,UoG,Fk,So,O,,,H2,cf,,,Farbkörper,iBdK,,,,,Zk,8612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8613,a2021,zT,Dd,Fa,,,21x24,klein,breit,,,UnG,O,,,,,H2,cf,Kr1,,Dokumentation,iBdK,,,,,dK,8613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8614,a2021,B,,,,,35x19,mittel,hoch,,,U,,,,,,H3,gr,Kr1,,Levitation,iBdK,,,,,,8614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8615,a2021,zT,B,G,,,21x32,mittel,breit,,,UoG,L,Tie,,,,H2,gr,Kr2b,,flugs,iBdK,,,,,hK,8615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8616,a2021,B,,,,,35x19,mittel,hoch,,,Gs,mF,,,,,H2,gr,Kr5a,,Denkmal für einen lachenden Greis,iBdK,,,,,vK,8616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8617,a2021,B,,,,,22x28,klein,breit,,,U,,,,,,H2,gr,Kr6,waa,composizione astratta (pizza picchiata),iBdK,,,,,dK,8617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8618,a2021,Mt,Dd,B,T,C,19x29,klein,breit,,,UnG,O,Sch,,,,H2,gr,"Kr6,Kr3",,Speicherling (Kurt Marti),iBdK,,,,,Zk,8618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8619,a2021,Mt,Dd,B,Pk,,11x15,klein,breit,,,UnG,Ken,,,,Ca,H2,cf,Kr9,,frisch aus meiner Küche,iBdK,,,,,,8619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8620,a2021,zT,Ko,Pk,,,19x35,mittel,breit,,,U,Sch,,,,,H3,cf,Kr8,sko,gestrandet,iBdK,,,,,,8620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8621,a2021,B,,,,,15x30,klein,breit,,,U,,,,,,H3,bw,Kr8,,geballte Unentschlossenheit,iBdK,,,,,,8621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8622,a2021,B,,,,,18x26,klein,breit,,,U,Sch,,,,,H2,bw,Kr11,was,aus dem Skizzenbuch eines Surrealisten,iBdK,,,,,,8622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8623,a2021,Fa,,,,,15x21,klein,breit,Gi,,U,,,,,,H3,v,Kr12b,,bin mir ins Netz gegangen,iBdK,,,,,,8623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8624,a2021,zT,Fs,B,,,19x35,mittel,breit,Lst,,UoG,Tie,,,,,H3,gr,Kr2b,,"Vogel, stark stachelnd",iBdK,,,,,,8624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8625,a2021,zT,B,T,,,19x27,klein,breit,,,UnG,A,,,,,H3,gr,Kr7,,Kreuz,iBdK,,,,,,8625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8626,a2021,zT,B,T,,,25x18,klein,hoch,,,Gs,A,,,,,H2,gr,,,männlicher Akt,iBdK,,,,,,8626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8627,a2021,B,,,,,18x25,klein,breit,,,Gs,A,,,,,H2,gr,,,,iBdK,,,,,,8627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8628,a2021,B,,,,,18x25,klein,breit,,,Gs,A,,,,,H2,gr,,,"Mann, liegend",iBdK,,,,,,8628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8629,a2021,zT,B,Fa,,,18x25,klein,breit,,,Gs,A,Sch,,,,H2,gr,,,gehen oder bleiben,iBdK,,,,,,8629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8630,a2021,zT,B,T,,,18x25,klein,breit,,,Gs,A,Sch,,,,H3,gr,,,,iBdK,,,,,,8630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8631,a2021,B,,,,,21x28,klein,breit,,,Gs,A,Sch,,,,H1,gr,,,,iBdK,,,,,,8631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8632,a2021,zT,B,T,,,18x32,klein,breit,,,Gs,A,,,,,H2,gr,,,männlicher Akt,iBdK,,,,,,8632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8633,a2021,B,,,,,33x15,klein,hoch,,,Gs,A,,,,,H2,gr,,,,iBdK,,,,,,8633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8634,a2021,zT,B,T,,,35x19,mittel,hoch,Lst,,UnG,A,,,,,H3,gr,,,,iBdK,,,,,,8634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8635,a2021,B,,,,,21x15,klein,hoch,,,UnG,A,,,,,H2,gr,,,männlicher Halbakt,iBdK,,,,,,8635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8636,a2021,zT,B,T,,,23x15,klein,hoch,,,Gs,Ri,,,,,H1,bw,,,,iBdK,,,,,,8636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8637,a2021,zT,B,T,,,15x20,klein,breit,,,Gs,A,,,,,H2,gr,,,,iBdK,,,,,,8637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8638,a2021,zT,B,T,,,15x20,klein,breit,,,Gs,A,,,,,H2,gr,,,,iBdK,,,,,,8638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8639,a2021,B,,,,,17x23,klein,breit,,,Gs,A,,,,,H3,bw,,,,iBdK,,,,,,8639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8640,a2021,B,,,,,15x21,klein,breit,,,Gs,A,,,,,H2,gr,,,,iBdK,,,,,,8640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8641,a2021,zT,B,T,,,21x29,klein,breit,,,Gs,A,,,,,H2,gr,,,Schauspieler,iBdK,,,,,,8641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8642,a2021,B,,,,,20x25,klein,breit,Lst,,UnG,A,,,,,H2,gr,,,,iBdK,,,,,,8642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8643,a2021,zT,B,Fa,,,21x30,klein,breit,,,Gs,O,,,,,Hs,gr,Kr6,,happy skating,iBdK,,,,,,8643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8644,a2021,zT,Dd,T,,,19x23,klein,breit,,,UnG,ZM,,,,,H2,gr,,,"Modell, Zeichner",iBdK,,,,,,8644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8645,a2021,zT,B,T,,,21x28,klein,breit,,,Gs,A,Sch,,,,H2,bw,,,,iBdK,,,,,,8645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8646,a2021,B,,,,,30x18,klein,hoch,,,Gs,A,O,,,,H2,bw,,,Fahnenschwingerin,iBdK,,,,,,8646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8647,a2018,Mt,B,Fa,Aq,,20x21,klein,breit,ovÖ,,Gs,ZM,Sch,,,Ca,H2,cf,,,RONDO CAPRICCIOSO,iBdK,,,,,ROk,8647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8648,a2021,B,,,,,21x30,klein,breit,,,Gs,KiA,At,O,,,H3,gr,,,Bildhaueratelier,iBdK,,,,,,8648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8649,a2021,G,,,,,12x17,klein,breit,,,UoG,O,Sta,,,,H3,cf,,,verwüstetes Stillleben,iBdK,,,,,,8649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8650,a2023,B,,,,,30x21,klein,hoch,Lwi,,UoG,FigG,Tie,,,Ca,H2,gr,Par4,,Apotheose der Mündigkeitserklärung Ludwigs XIII (nach Rubens),iBdK,,,,,,8650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8651,,,,,,,,,,,,,,,,,,,,,waa,,iBdK,,,,,,8651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8652,a2021,zT,Dd,B,,,11x15,klein,breit,Lst,,UnG,ZM,,,,,H2,bw,ParPP,jun,Maler und Modell (nach Picasso),iBdK,,,,,,8652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8653,a2020,zT,Dd,Fa,,,30x21,klein,hoch,,,UnG,mF,,,,,H2,cf,ParPC,,Le jardinier Vallier (d'après Cézanne),iBdK,,,,,vK,8653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8654,a2021,B,,,,,15x21,klein,breit,,,UoG,FigG,,,,,H2,gr,Par7a,,kleine Hommage an Daniel de Quervain,iBdK,,,,,,8654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8655,a2021,B,,,,,15x21,klein,breit,Lwi,,UoG,mF,,,,,H2,gr,Par7a,,kleine Hommage an Daniel de Quervain,iBdK,,,,,,8655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8656,a2021,Fs,,,,,20x26,klein,breit,ovÖ,,UoG,Tie,,,,,H2,b,Par7a,,Bresdin am Arbeitstisch (nach Kaspar Fischer),iBdK,,,,,ROk,8656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
