Nummer,Jahr,Technik,Technik I,Technik II,Technik III,Technik IV,Format,Grösse,Ausrichtung,Darstellungsform,Darstellungsform I,Gegenständlich/Ungegenständlich,Motiv I,Motiv II,Motiv III,Motiv IV,Serie,Helligkeit,Farbigkeit,Paraphrasen,Bildsprache,Titel,Standort,Status,Zus'arbeit,Bildqualität,Bemerkungen,Komposition,Nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,path,thumb,TitelEinfach,Techniken,Motiven,Darstellungsformen
7924,2020,zT,B,Ve,,,15x21,klein,breit,,,U,,,,,,H1,gr,Kr7,,keine Ahnung von Triangulation!,iBdK,,,,,,7924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7924.jpg,images/WV_web ab 20200527/thumb/7924.jpg,keine ahnung von triangulation!,zT B Ve  ,   , 
7925,2020,Mt,B,Fa,Fs,,20x30,klein,breit,Lst,,U,,,,,,H2,gr,Kr7,zwi,proposals to composers,iBdK,,,,,,7925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7925.jpg,images/WV_web ab 20200527/thumb/7925.jpg,proposals to composers,Mt B Fa Fs ,   ,Lst 
7926,2020,zT,B,K,,,21x30,klein,breit,,,U,,,,,,H3,gr,Kr7,ste,Kreuz,iBdK,,,,,kK,7926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7926.jpg,images/WV_web ab 20200527/thumb/7926.jpg,kreuz,zT B K  ,   , 
7927,2020,Fa,,,,,13x21,klein,breit,,,U,,,,,,H2,v,Kr8,,Verlangeweile (frei nach Thesaurus Rex),iBdK,,,,,hK,7927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7927.jpg,images/WV_web ab 20200527/thumb/7927.jpg,verlangeweile frei nach thesaurus rex,Fa    ,   , 
7928,2020,B,,,,,21x28,klein,breit,,,UoG,mF,O,,,Ca,H2,bw,Kr8,,Zitterpartie,iBdK,,,,,,7928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7928.jpg,images/WV_web ab 20200527/thumb/7928.jpg,zitterpartie,B    ,mF O  , 
7929,2020,zT,B,Fs,,,17x21,klein,breit,krS,,U,,,,,,H2,gr,Kr11,zwi,der Neunpunkteplan,iBdK,,,,,,7929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7929.jpg,images/WV_web ab 20200527/thumb/7929.jpg,der neunpunkteplan,zT B Fs  ,   ,krS 
7930,2020,B,,,,,14x15,klein,breit,,,,U,,,,,H1,gr,Kr12c,,Dreiklang,iBdK,,,,,,7930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7930.jpg,images/WV_web ab 20200527/thumb/7930.jpg,dreiklang,B    ,U   , 
7931,2020,Mt,B,Fa,Fs,Ks,20x28,klein,breit,,,UoG,At,,,,Ca,H2,gr,"Kr11,Kr10b",,dank langem Studirren (frei nach Thesaurus Rex),iBdK,,,,C,,7931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7931.jpg,images/WV_web ab 20200527/thumb/7931.jpg,dank langem studirren frei nach thesaurus rex,Mt B Fa Fs Ks,At   , 
7932,2020,Mt,B,T,Fs,Ve,10x15,klein,breit,,,Gs,A,,,,,H3,gr,,sko,,iBdK,,,,,Zk,7932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7932.jpg,images/WV_web ab 20200527/thumb/7932.jpg,,Mt B T Fs Ve,A   , 
7933,2020,B,,,,,15x10,klein,hoch,,,Gs,A,,,,,H2,gr,Kr5d,kre,Kauernder,iBdK,,,,,,7933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7933.jpg,images/WV_web ab 20200527/thumb/7933.jpg,kauernder,B    ,A   , 
7934,2020,B,,,,,20x20,klein,quadratisch,,,Gs,A,bb,O,,,H3,gr,,,,iBdK,,,,,,7934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7934.jpg,images/WV_web ab 20200527/thumb/7934.jpg,,B    ,A bb O , 
7935,2020,B,,,,,21x15,klein,hoch,,,Gs,A,,,,,H2,gr,,,,iBdK,,,,,,7935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7935.jpg,images/WV_web ab 20200527/thumb/7935.jpg,,B    ,A   , 
7936,2020,B,,,,,20x21,klein,breit,,,Gs,A,Pf,Mw,,Ca,H2,bw,Kr9,,L'homme-palmier,iBdK,,,,,Zk,7936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7936.jpg,images/WV_web ab 20200527/thumb/7936.jpg,lhommepalmier,B    ,A Pf Mw , 
7937,2020,Mt,B,Ks,T,,20x26,klein,breit,,,Gs,Ri,,,,,H2,gr,,,Totem: trois têtes,iBdK,,,,,kK,7937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7937.jpg,images/WV_web ab 20200527/thumb/7937.jpg,totem: trois tetes,Mt B Ks T ,Ri   , 
7938,2020,B,,,,,29x21,klein,hoch,,,UoG,A,bb,Sch,O,,H2,gr,,,,iBdK,,,,,,7938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7938.jpg,images/WV_web ab 20200527/thumb/7938.jpg,,B    ,A bb Sch O, 
7939,2020,zT,Ks,T,,,30x39,mittel,breit,,,Gs,A,,,,,H2,gr,,,,iBdK,,,,,,7939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7939.jpg,images/WV_web ab 20200527/thumb/7939.jpg,,zT Ks T  ,A   , 
7940,2020,B,,,,,30x21,klein,hoch,,,Gs,A,,,,,H2,bw,,,,iBdK,,,,,,7940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7940.jpg,images/WV_web ab 20200527/thumb/7940.jpg,,B    ,A   , 
7941,2020,Mt,Fs,B,T,,21x31,mittel,breit,,,UnG,A,Sch,,,Ca,H3,gr,,,,iBdK,,,,,,7941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7941.jpg,images/WV_web ab 20200527/thumb/7941.jpg,,Mt Fs B T ,A Sch  , 
7942,2020,B,,,,,15x35,klein,breit,,,UnG,A,,,,Ca,H2,gr,,,encinta,iBdK,,,,,,7942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7942.jpg,images/WV_web ab 20200527/thumb/7942.jpg,encinta,B    ,A   , 
7943,2020,zT,B,T,,,22x33,mittel,breit,,,UnG,A,P,,,Ca,H3,gr,,,der Spiegel,iBdK,,,,,Zk,7943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7943_bearbeitet-1.jpg,images/WV_web ab 20200527/thumb/7943_bearbeitet-1.jpg,der spiegel,zT B T  ,A P  , 
7944,2020,Mt,Fa,T,B,,25x28,mittel,breit,,,UnG,A,,,,Ca,H2,gr,,waa,,iBdK,,,,,vK,7944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7944.jpg,images/WV_web ab 20200527/thumb/7944.jpg,,Mt Fa T B ,A   , 
7945,2020,B,,,,,31x21,mittel,hoch,Gi,,UnG,A,,,,,H2,gr,,,,iBdK,,,,,,7945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7945.jpg,images/WV_web ab 20200527/thumb/7945.jpg,,B    ,A   ,Gi 
7946,2020,zT,Ks,T,,,15x33,klein,breit,,,UnG,A,,,,,H3,gr,,,,iBdK,,,,,,7946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7946.jpg,images/WV_web ab 20200527/thumb/7946.jpg,,zT Ks T  ,A   , 
7947,2020,Mt,Ks,T,B,,27x27,mittel,quadratisch,Lst,,UnG,mF,,,,,H3,gr,,,noise,iBdK,,,,,,7947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7947.jpg,images/WV_web ab 20200527/thumb/7947.jpg,noise,Mt Ks T B ,mF   ,Lst 
7948,2020,B,,,,,10x19,klein,breit,,,Gs,A,,,,,H2,gr,,,,iBdK,,,,,,7948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7948.jpg,images/WV_web ab 20200527/thumb/7948.jpg,,B    ,A   , 
7949,2020,B,,,,,11x15,klein,breit,,,UnG,Mf,Sch,,,,H2,gr,Kr9,,flora,iBdK,,,,,,7949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7949.jpg,images/WV_web ab 20200527/thumb/7949.jpg,flora,B    ,Mf Sch  , 
7950,2020,B,,,,,11x16,klein,breit,,,UnG,A,bb,O,,Ca,H2,gr,Kr11,,,iBdK,,,,,,7950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7950.jpg,images/WV_web ab 20200527/thumb/7950.jpg,,B    ,A bb O , 
7951,2020,B,,,,,13x15,klein,breit,,,Gs,A,,,,,H2,gr,,,,iBdK,,,,,,7951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7951.jpg,images/WV_web ab 20200527/thumb/7951.jpg,,B    ,A   , 
7952,2020,zT,B,T,,,15x21,klein,breit,,,Gs,A,,,,,H4,gr,,sko,,iBdK,,,,,,7952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7952.jpg,images/WV_web ab 20200527/thumb/7952.jpg,,zT B T  ,A   , 
7953,2020,zT,B,T,,,15x21,klein,breit,,,Gs,A,,,,,H3,gr,,sko,,iBdK,,,,,,7953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7953.jpg,images/WV_web ab 20200527/thumb/7953.jpg,,zT B T  ,A   , 
7954,2020,zT,Ks,T,,,18x30,klein,breit,,,UnG,A,Kt,,,,H2,gr,,,,iBdK,,,,,,7954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7954.jpg,images/WV_web ab 20200527/thumb/7954.jpg,,zT Ks T  ,A Kt  , 
7955,2020,B,,,,,30x30,mittel,quadratisch,,,Gs,ZM,,,,,H2,gr,,,"Modell, Zeichner",iBdK,,,,,Drk,7955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7955.jpg,images/WV_web ab 20200527/thumb/7955.jpg,"modell, zeichner",B    ,ZM   , 
7956,2020,zT,Ks,T,,,30x35,mittel,breit,,,Gs,A,,,,,H3,gr,,,spinal twist,iBdK,,,,,,7956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7956.jpg,images/WV_web ab 20200527/thumb/7956.jpg,spinal twist,zT Ks T  ,A   , 
7957,2013,B,,,,,42x53,mittel,breit,,,U,Sch,,,,WG47,H2,gr,ParFV,,,iBdK,,,,,,7957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_neu_20201227/7957.jpg,images/WV_neu_20201227/thumb/7957.jpg,,B    ,Sch   , 
7958,2012,G,,,,,35x48,mittel,breit,,,UnG,Ri,Pf,,,,H4,b,ParFV,,L'irréparable (nach Félix Vallotton),iBdK,,,,,,7958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7958.jpg,images/WV_web ab 20200527/thumb/7958.jpg,lirreparable nach felix vallotton,G    ,Ri Pf  , 
7959,2014,zT,G,C,,,48x24,mittel,hoch,,,Gs,AP,,,,WG16,H3,bw,ParFV,,Badende (nach Félix Vallotton),iBdK,,,,,,7959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7959.jpg,images/WV_web ab 20200527/thumb/7959.jpg,badende nach felix vallotton,zT G C  ,AP   , 
7960,2013,zT,Od,G,,,27x24,mittel,hoch,,,Gs,L,Pf,,,WG28,H4,cf,ParFV,,Landschaft im Regen (d'après Félix Vallotton),iBdK,,,,,,7960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7960.jpg,images/WV_web ab 20200527/thumb/7960.jpg,landschaft im regen dapres felix vallotton,zT Od G  ,L Pf  , 
7961,2013,G,,,,,30x24,klein,hoch,,,Gs,L,Ar,mF,Pf,WG4,H4,cf,ParFV,,Chemin au Mourillon (d'après Félix Vallotton),iBdK,,,,,,7961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7961.jpg,images/WV_web ab 20200527/thumb/7961.jpg,chemin au mourillon dapres felix vallotton,G    ,L Ar mF Pf, 
7962,2020,zT,G,Fs,,,26x19,klein,hoch,Gi,,Gs,L,Ar,Pf,,WG47,H4,cf,ParFV,,Chemin au Mourillon (d'après Félix Vallotton),iBdK,,,,,,7962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7962.jpg,images/WV_web ab 20200527/thumb/7962.jpg,chemin au mourillon dapres felix vallotton,zT G Fs  ,L Ar Pf ,Gi 
7963,2013,G,,,,,30x23,mittel,hoch,,,Gs,L,Pf,,,WG4,H4,cf,ParFV,,Paysage de pluie (d'après Félix Vallotton),iBdK,,,,,,7963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7963.jpg,images/WV_web ab 20200527/thumb/7963.jpg,paysage de pluie dapres felix vallotton,G    ,L Pf  , 
7964,2020,Mt,G,B ,Fko,C,27x30,mittel,breit,Gi,,UnG,Ar,mF,,,WG43,H4,gr,ParFV,,Platz in Les Andelys (nach Félix Vallotton),iBdK,,,,,,7964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7964.jpg,images/WV_web ab 20200527/thumb/7964.jpg,platz in les andelys nach felix vallotton,Mt G B  Fko C,Ar mF  ,Gi 
7965,2020,Mt,G,T,Fko,C,30x36,mittel,breit,Gi,,UnG,FigR,O,,,WG43,H4,cf,ParFV,,L'attente (d'après Félix Vallotton),iBdK,,,,,,7965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7965.jpg,images/WV_web ab 20200527/thumb/7965.jpg,lattente dapres felix vallotton,Mt G T Fko C,FigR O  ,Gi 
7966,1981,R,,,,,16x20,klein,breit,,,,,,,,,H4,gr,,,,iBdK,,,,Kat.DG.24.4.62,,7966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7966.jpg,images/WV_web ab 20200527/thumb/7966.jpg,,R    ,   , 
7967,2020,Mt,B,T,G,,31x21,mittel,hoch,,,U,,,,,,H4,gr,Par7a,fis,marked by Tobey's marks,iBdK,,,,,,7967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7967.jpg,images/WV_web ab 20200527/thumb/7967.jpg,marked by tobeys marks,Mt B T G ,   , 
7968,2017,G,,,,,22x26,klein,breit,Ul,,Gs,Ar,BiB,,,,H4,c,Par7a,,Raum mit Yves-Klein-blauem Graubner,iBdK,,,,,,7968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7968.jpg,images/WV_web ab 20200527/thumb/7968.jpg,raum mit yveskleinblauem graubner,G    ,Ar BiB  ,Ul 
7969,2020,B,,,,,21x30,klein,breit,sM,,U,,,,,,H4,bw,,,,iBdK,,,,,ddK,7969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7969.jpg,images/WV_web ab 20200527/thumb/7969.jpg,,B    ,   ,sM 
7970,2017,G,,,,,24x30,mittel,breit,sM,,U,,,,,,H3,cf,ParPC,,La route tournante (d'après Cézanne),iBdK,,,,,,7970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7970.jpg,images/WV_web ab 20200527/thumb/7970.jpg,la route tournante dapres cezanne,G    ,   ,sM 
7971,2015?,T,,,,,24x32,mittel,breit,,,U,,,,,,H3,gr,ParPC,,Les Grandes Baigneuses (d'après Paul Cézanne),iBdK,,,,,,7971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7971.jpg,images/WV_web ab 20200527/thumb/7971.jpg,les grandes baigneuses dapres paul cezanne,T    ,   , 
7972,2015?,T,,,,,24x32,mittel,breit,,,U,,,,,,H3,gr,ParPC,,Les Grandes Baigneuses (d'après Paul Cézanne),iBdK,,,,,,7972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7972.jpg,images/WV_web ab 20200527/thumb/7972.jpg,les grandes baigneuses dapres paul cezanne,T    ,   , 
7973,1990,Pk,,,,,33x48,mittel,breit,,,U,,,,,,H2,cf,,fis,,iBdK,,,,,,7973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7973.jpg,images/WV_web ab 20200527/thumb/7973.jpg,,Pk    ,   , 
7974,2020,zT,G,Fa,,,24x31,mittel,breit,,,Gs,bb,Sch,O,,,H4,cf,,,black box,iBdK,,,,,,7974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7974.jpg,images/WV_web ab 20200527/thumb/7974.jpg,black box,zT G Fa  ,bb Sch O , 
7975,2020,Mt,B,T,Lk,,22x30,mittel,breit,,,Gs,A,,,,,H3,gr,,,,iBdK,,,,,,7975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7975.jpg,images/WV_web ab 20200527/thumb/7975.jpg,,Mt B T Lk ,A   , 
7976,2013,zT,Sc,Ac,,,55x40,mittel,hoch,,,UoG,mF,,,,,H1,bw,Par7a,,Erinnerung an eine Radierung von Jacques Villon,iBdK,,,,,,7976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7976.jpg,images/WV_web ab 20200527/thumb/7976.jpg,erinnerung an eine radierung von jacques villon,zT Sc Ac  ,mF   , 
7977,2020,G,,,,,21x30,klein,breit,,,Gs,FigG,,,,Ca,H1,gr,"ParVB,Par9b",,nach VB48.591.DR,"Heidi Mathys, Münsingen",PB,,,,,7977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7977.jpg,images/WV_web ab 20200527/thumb/7977.jpg,nach vb48591dr,G    ,FigG   , 
7978,2020,Fa,,,,,40x30,mittel,hoch,,,UoG,P,,,,,H3,cf,Par5,kre,Repos en Egypte à l'âne broutant (d'après Rodolphe Bresdin),iBdK,,,,,,7978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7978.jpg,images/WV_web ab 20200527/thumb/7978.jpg,repos en egypte a lane broutant dapres rodolphe bresdin,Fa    ,P   , 
7979,2020,Fa,,,,,40x30,mittel,hoch,,,UoG,mF,,,,,H2,cf,Par7a,,Jeu d'éventail ou Femme à l'éventail (d'après Alice Bailly),iBdK,,,,,,7979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7979.jpg,images/WV_web ab 20200527/thumb/7979.jpg,jeu deventail ou femme a leventail dapres alice bailly,Fa    ,mF   , 
